essay_id,prompt,essay,score
15796,6,"The builders of the Empire State building had a grand idea of including a mooring mast where dirigibles, also known as zeppelins or blimps, could dock themselves. Though the idea was good, it provided the builders with many obstacles. For example, when the framework was being built, the mast was going to have to be added to the top. The mast couldn't just be dropped on, however because if a dirigibles were to the moored there, it would put too much stress on the building's framework. This revelation caused them to have to modify the entire framework to make it stronger which was very expensive.Another difficulty the builder's faced, after construction was completed, in allowing dirigibles to dock there was nature. The building was 1,250 feet tall, so the winds up at the top were constantly changing and dangerous, making it difficult for the dirigible remain stationary when moored. Also, something the builders didn't foresee was the laws against blimps flying to low over urban areas. These two challenges ended up making the use of the mooring mast impossible",3.0
16022,6,"The obstacles builders of the Empire State Building faced in attempting to allow dirigibles to dock they are making sure they dont bump into other buildings, and they use rope to drop down the papers. They are trying to make sure that the dirigibles do not pop if it touches the buildings. It is also trying to keep the dirigibles away so they don't get to close and thats why they are droping the papers down with ropes @CAPS1 if they built a little tunnel so the dirigibles can go in they won't have to worry about them getting popped if they touch a building.",1.0
15490,6,"Many obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there was the architect could not simply drop a mooring on top of the building's Flat roof. Like it @CAPS2 in @CAPS1 @NUM1. Also ""rather than building a utilitarian mast without any ornamentation, the architects designed a shiny glass and chrome-nickel stainless stell tower that would be eliminated from inside. With a step-back to imitate the overall shape of the building itself."" It @CAPS2 in @CAPS1 @NUM2.",1.0
4204,2,"I believe that people are able to romove as books, music, movies, magazines, and other thigs that they need to use. There are many people who need that because of their knowledges.     First, we sould be allow to use the things such as books from the shelves. Everyone is allowed to get such as books from the shelves which mean any other person's books or library's. They take that because they need to use and they thought that could be helpful to their work.      Another important reason is that we don't have enough memories to use in the many situations. There are many serious problems and also suddenly accidents in real-life. We don't have enough memories to slove that real situations. That's why we are allowed to take off a book from the shelf.     Most important reason is that the people are want to know many knowledges. I think that is the people's desire to know everything and be smarter than other people or competitions. So, they need many things for their knowledges and take that from the shelves.     In conclusion, things such as books and magazines are allowed to take from the shelves. Then, the knowledges from the books and magazines spread to many people who need",3.0
3977,2,"I do not believe there should be censorship in our libraries. By censoring our libraries, they're censoring us. This is supposed to be a democracy, not a dictatorship.     A good example of censorship that has recently happened is rewriting all the @PERSON1 books just because they use the 'n word' and some people find this offensive. The thing is, this is how they talked back then, this is just the way things were. People can't just rewrite books because they don't like the history behind them. They can change all they want, but in the end it still happened. We recite history so we don't make the same mistakes again, and this is a good example of it.     Music shouldn't be censored. Music is a form of expression, and by censoring the music, you're censoring the artist. They say the things they do for a reason and they work hard to create the things they do. We're supposed to have freedom of speech, so now why are we getting these freedoms taken away from us just because a select few deem it inappropriate. We don't make anyone listen to anything they don't want to. Each generation has it's own style and music, has it's own problems and ways to deal with them; our generation is music, so let us express ourselves.     Movies are censored due to language and content, which I get, but actually removing them from our libraries should not happen. If the audience is mature enough to handle it, they should be able to watch it. We don't need to take out curse words or remove inappropriate scenes just so childern can watch them. If they are really that bad, they don't need to watch them period until they are mature enough to handle it.     Magazines should be censored in the same way as movies, by maturity level and age. I agree there are some movies that are inappropriate, but taking out articles just because someone in charge doesn't like what's being said is wrong. We can't just block out all the bad things that are happening in the world and just pretend nothing's wrong because the stories aren't being told. People deserve to know what's going on. People deserve to read, watch, or listen to anything that they want. By censoring things, they're only going to make us search to find them, therefor making it kind of like a reward to get to see the things others find so inappropriate that they're willing to go out of their way to get rid of them.     You can't please everyone, so just elt us make our own decisions. Censoring our libraries is like censoring us. We have our constitution, we know our rights, now why are people nowadays thinking they can change them? They can't keep us dumb by hiding things. We're still going to find them, they're just going to make it like a game of tag; so let the game begin",4.0
3795,2,"In the quote that @PERSON1 wrote she talks about how books can be taken down from a shelf if it is too provokative.  This is a very interesting quote.  She talks about how things should be taken of the shelf to prevent the children from seeing it.  In everyday life there are things that are said in movies, music, and magazines that kids should never watch, hear or read.      Some movies can be way too provokative.  Directors try and cover them up, but we know what they are trying to get across.  Some scenes can get out of control and there is no stopping it.  People wish they could close their eyes and it would all be over.  When parents get movies they try and keep those scenes hidden from their children.  The parents do not want to get their child having bad ideas of what the movies are saying.  To many children take the movies to the extreme and try and act like the actors or actresses, and the children end up getting hurt from these actions.     Music is especially one to do this.  There are not a lot of  songs in the world that do not involve language, drugs, or sexual content in it.  Many parents do not want them to be exeposed to that way to soon.  If people listen to this they might want to try it and end up going down a wrong path from these words that are said.  Mothers do not want to go get their child out of jail from doing something that was just like the song they like to listen to.  That is not a mothers dream to go and do that.     There are too many magazines that try and expose women.  They use this to try and see more magazines.  This is wrong to do.  A little while back a magazine took pictures of a girl and tried to expose her, this is just wrong.  Parents do not want their children to look at this and get the wrong idea.  When girls look at a model in a magazine they try and be just like the model.  They girls end up being underweight, sick, and maybe do drugs.  Parents if they see this should take the magazine away from them if it is not what they approve.          Some parents let their kids get away with too much.  They should censor what their children do.  Some kids will try and get around them so there is not helping them.  Everyones point of view is different.  People @MONTH1 think that this scene is to provocative and another person @MONTH1 look at that and say there is nothing wrong.  It just depends on how society feels about the whole situation.  If we were to take a movie or music down because of what they say then there would be no contents on the shelf",4.0
3905,2,"Do I belive that certain materials, such as books, music, movies, magazines, etc. should be remove from the shelves if they are found offensive @CAPS1 choice is no. I have several reasons for that one is that this is a free country and a person has the right to speak on how they feel or whats on there mind. And that should be aceptable any where cause every on has their on opinion about what they like or read. And if you feel that it offen you maybe you shouldn't be reading it or watching it or what ever the case @MONTH1 be. You can find something else to read that you'll enjoy or your friends and family @MONTH1 like,                    @CAPS1 second reason is that you can learn from stuff that @MONTH1 offen you and any kind of way. Such as this magazine I read about black males sagging there pants many white people that seen there pants below there waist had something negative to say about the young men. They only jugde a book by its cover because they didn't know nothing about the person, that they was talking about and one of the black males was a honor student in high school that was going to attend a white college. And when many whites started to find out they begin to question the young man about how he dress and why. He told them this is a free country I can do what ever I like and whites liked that he spoke up for his self.                               So with @CAPS1 reason being said I find it not right to remove certain materials,such as books, music, magazines, etc, should be removed from the shelves if they are found offensive. So I hope you enjoyed reading @CAPS1 essay. If you have any arguments or questions you can surely contact me",3.0
15730,6,"Mooring mast was added to the top of the building where it would allow dirigibles to anchor there for several hours for refueling or service, and to let passengers on and off. Dirigibles were docked by an electric winch. The body of the dirigibles swang in the breeze. One set of engineers in New York tried to dope out a practical. They worked really hard. The Government people in Washington were figuring on some @ORGANIZATION1 of mooring airships to the mast. They eventually were successful on what they were trying to accomplish by building a mooring mast so that the dirigibles would have a place to land for fuel and service.",2.0
16067,6,"When constructing the mooring mast on top of the empire state building it seemed as if the engineers looked past all of its flaws. Safety was probaly one of the biggest issue for the mooring mast. It was said most dirigibles outside the United States used hydrogen of helium. Thus causing a higher risk to explode. After the events of the Hindenburg in Lakehurst, New Jersey, they were very afraid what would happen if it occured above downtown Nature was belived to be its biggest obstacle. Winds at the top of the air awalys shifted violently due to air currents. The back of the ships would swivel around and around the mooring mast @CAPS1 were another major reason. Dirigibles were not allowed to fly a certain height over Urban areas. Making it illegal to even approach the area where the building was. Al Smith really should have done some more studying about what could have gone wrong with his mooring mast.",3.0
15989,6,"In the excerpt ""The Mooring Mast"" by Marcia Amidon Lüsted the builders faced obsticals in attempting to allow dirigibles to dock on the Empire State Building. An @CAPS1 the faced was A thosand-foot dirigible moored at the top of the building held by a single cable tether, this added stress to the buildings frame. the stress of the blimps load add plus wind pressure would have to be transmitted all the way to the buildings foundation. the steel frame of the Empire state building had to be strengthened to accommodate this.",1.0
3098,2,"Do I belive that some books, movies, magazines, or ext., shuold be removed do to the fuct some people might find them offensive? NO, I belive that every should have the chance to see it to other then the just the people how did and thought it was offensive. Someone could really like it or a group of people could.Even if some people find an object offensive someone else might need that object for something like school work.     Lets say the libraries remove a human trafficking book from the libraries becuase people find it offensive. Then a local school has a praject on human trafficking. The students go to the libraries to get some books on it. Now do to somebody elses dislike of the books these kids don't get to use those books to do thier reshearch.     It wouldn't be fair to everyone to remove objects from the libraries just cause some other people find it offensive. The libraries is a public place that everyone has the right to go and borrow stuff from. So no i don't belive that libraries should remove books, movies, magazines, or ext., do to the fact that some other people @MONTH1 find them offensive.",3.0
4764,2,"Debates are a main part of our society today. Everyone has an opinion on how things should be in the world, and no one is necessarily right. Books that show how other cultures behave, that to the people being described in the book @MONTH1 seem offensive, are important because we as people need to absorb as much as we can about other cultures. Our businesses are in other countries, many people living in @LOCATION1 speak multiple languages, and people have the right to read things that @MONTH1 in fact be offensive to a race of people.       Businesses thrive in other countries. A lot of our countries income is from our factories and companies in other countries. @LOCATION2 is a place where much business happens for the @ORGANIZATION2. If we, as @CAPS1, can't learn about the @CAPS2, how can we learn their business methods and way of life? To the @CAPS2, these books @MONTH1 be offensive, but to us they are learning tools descirbing @CAPS2 culture.     Being bilingual is a trend that millions of people adhere to. High schools require that we learn some foreign language, even if it is only the basics. The schools do this so that we can go to other countries in the work force. Learning about their language and habits comes from books. The mexican population might not like the way we depict them in our stories, but this is necessary to learn about them.     In the @ORGANIZATION1, there are all kinds of freedoms that we as @CAPS1 use freely. Freedom of speech says that we can say whatever we want when we live in @LOCATION1. Books are not excluded from this rule. I'm sure that other countries have offensive books about us. It's a common theme around the globe.      Businesses thrive in foreign countries, so we must be able to read some books about them, even if they seem offensive. Learning new things is something that every school teaches and there should be no limit to what we can learn. If a book has vulgar language and sexual scenes, it should be taken out of the children's section of the library, not banned completely. This is the same case with other populations of people. They cannot take offense to what we have to say, because worse has been said about them than what we can possibly put in a book. Learning is a necessary tool in our society and nothing should be restricted.",4.0
4381,2,"Books,music,movies, and magazines that are in libraries should be approprete material. But in some cases it's fine to have some offensive litature because people can learn from it. But there needs to be an age limit to checking out these itims out. So I do beleave we should keep offensive litature on the shelve. There needs to be a certian exstent to what we leave on the shelves.     Books,books, and more books, there are so many books and many other kinds of litature in libraries today. Libraries are a place of silance, and to some people thats boreing. So like me when I go into a librarie I go to the books, or maginzes that seem very intresting to me. Altho they @MONTH1 seem intreseting to me, others @MONTH1 find them offensive. Like it might be a comic book that my say something that someone my take offense to.      Libraries can't please everyone that walks throught the doors. Just because someone dose not like the offensive stuff thats in there dosen't mean they have to take it out. Because there might be someone like me that likes thoes kind of books, or magazines. There are offensive stuff all over the world so you can't avoid it every where you go. I beleave there is a good out come for keeping offensive litature material on the shelves.      I think that keeping offensive material in libraries @MONTH1 have a good cause to it for one very good reason, learning. Like I said before it @MONTH1 be offensive to some people but to some it's not. So some people might like to learn about offensive things. @MONTH1 be they never knew thoes things that are in thoes books. They @MONTH1 also never know whats in thoes books unless they keep them on the shelves. They need to have a section where offensive books,magazines,music and movies go. If some things it's offensive put it on the shelve, and they must be @NUM1 years old to check it out if it's on that shelve.       Yeah there @MONTH1 be a down fall to keeping offensive things in libraries. But you can't hide from it all your life .So insted of going out into the world and learning about it the hard way go to the librarie. You could pick a book up learn about it and how to deal with it. It's just part of live there is offensive material every where. You can't be shelterd your whole live.       So in my greatest opinon I do beleave that we should keep these offensive material in libraries, it could be a learing exsperiance",3.0
3365,2,"Censorship in Libraries     I know as well as everyone else does, that you can find almost anything, reading related, in the library. There is all different kinds of stuff in there. From children's books, to love stories and people's magazines, newspapers, movies, and music. Everyone is welcome in the library, of course, but is everyone aloud to look at whatever they want?     I personally think it's a good idea to have all of this stuff in the library, for anyone, even though some of it's not very appropriate. For people who sit at home and don't have a library, maybe they want to know about something specific and the first place they would think about going is the library. Nobody can really help with what people @MONTH1 find in the library but i think it's a good idea to keep that kind of stuff in a public place. You could go on the internet to get whatever information you need, yeah, but, what if the internet doen't have what you're looking for? I like books better then internet myself. Anybody can put information on the computer, but atleast when it's in a book, it's true, because it has to be published and read by someone that wouldn't let a book with false information be sent out to the public.     If the libraians are worried about underaged kids getting into books that they're not suppose to, then put it somewhere where they can't reach. Put the adult books in the adult section, and don't let the little kids go in that area. You could always put them up high too so the kids wouldn't even know they was there. All the libraries I've ever been to, had their own sections, the adults would go to their section, and the kids would go to their's. If the parents are afraid of what their kids will find, then keep them home and don't let them go to the library. Make your own at home, then you could put whatever books and magazines you want in there",3.0
4488,2,"I think that movies, and magazines should be censured to kids at the library. There are many reasons these things should be censured and in this paper I am going to explain why they should be censured. I am also going to give a few examples of some stuff that shouldn't be possible for kids to get.      The main reason movies should be censured is because movies that are rated @CAPS1 are not only supposed to be rented by children but it wrong to rent these movies to them. I mean if there is a sex scene or something and your only like eight years old this would be awkward for the parents to explain what the actors are doing. I mean if you were a parent would you want to explain to your eight year what sex is.      The next thing that I think should be censured at the library is magazines. I know three in perticular off the top of my head, and they are @CAPS2, @CAPS3, and @ORGANIZATION1. These three magazines talk about how to be better in bed. I really don't any kid, teenagers included should need to know how to be better in bed. They also have several unhealthy diets that teenagers might try. This could cause them to get very sick and if they're already skinny, they could possibly die.      Well this pretty much sums up what I think about library contents being censured. I don't really think there are many books that are that bad for kids ears and eyes. I mean there are romances but I don't think any kid is going to last thru a whole romance, because they are pretty boring. Well I hope this will prevent libraries from letting kids get ahold of this kind of content",3.0
15138,6,"The architect of the new building had three large problems with allowing dirigibles to moor at the top. The first problem was the harsh wind that high up made it extremely difficult to dock the dirigible, ""Fearing that the wind would blow the Dirigible onto the sharp spires of other buildings in the area, which would puncture the dirigible's shell, the captain could not even take his hands off the levers"". Second The back of the dirigible would not be tied down. This problem would lead to safety hazards with people getting off of it, ""The winds on the top of the building were constantly shifting due to violent air currents. Even if the dirigible were tethered to the mooring mast, the back of the ship would swivel around and around the mooring mast."" This effect would also make a challenging and dangerous to take off. The last reason would be that it is illegal to fly aircraft sso low over the city already eliminating the possibility of allowing dirigibles to moor on top. Overall, this idea was not thought out well and was hurried so it would be the first building in the world to have a dirigible mooring mast",3.0
15996,6,"In the excerpt ""The Mooring Mast"" the builders of the empire state building would of faced many consequences in attempting to allow dirigibles to dock there. A regular sized diriglbe where made of ""enormous steel framed ballons."" They went as fast as ""eighty miles per hour, and could cruise at seventy per hour. The Empire State Building's would of faced the ""building dangling high above pedestrians on the street, was neither practical nor safe"". And even if the dirigibe landed their the ship would ""swivel around and around"" which would of made the building more move-able. Even if the ship would land their it was ""illegal for a ship to ever tie up the building or even approach the area.",2.0
14991,6,"During the Building of the Mast, the builders faced many obstacles in allowing dirigibles to dock there. The @CAPS1 obstacle was the building itself. By adding the mast lots of stress would be added to the buildings frame and therefore strengthening modifications had to take place before the mast was erected. Another problem was how to tether the Blimp properly since they are generally landed in wide open fields which allowed for wieghts to be place in the front and back of the blimp, they could be secured properly. But since the blimp was going to be attached to a mast, there was no way to secure the back of the blimp and therefore no safe way to tie the blimp down. And finally the last problem builders faced was the how to even get the blimp docked. Since there was such high winds on top of the building there was no feasible way to dock the blimp in less it was perfect weather. Ultimately all those problems made it so the mast could never be used.",3.0
3820,2,"Should books, magazines, music, and movies be removed from shelves, if found offensive? I think the answer is yes, as long as it offends more than a few people. If it only offends a few people, then I think the answer should be no.     Why should they be removed if they offend a lot of people? They should be removed because offensive things can lead to more dramatic things. It's almost like when people were segragted by race. The segragation led to fights between the people. How would you feel if segragation was still around? You might be upset and find it unfair, because you cannot do some things. That is probabally how some people feel when they get offended by the media.     Why shouldn't they be removed for offending a few people? They shouldn't be removed because they might be able to help younger generations decide what is right and wrong. They could help by giving the people choices of what is right and what is wrong. If there was nothing out there that offended anyone, how would younger generations learn how to decided what is right and wrong?     In my opinion, it all depends on how many people are offended by it. There are ups and downs either way it goes. If you removed everything that offended anyone, it would be harder to teach younger generations to decided what is right and wrong by themselves. This would mainly be because you would only have one point of view, the point of view that is perfect for everybody. The way I see it, that point of view does not exsist. Therefore, I believe by removing everything that is offensive to anyone, we would not have a media. However, if we did not remove anything that was offensive, serious issues could occur. For example, fights could break out or wars could even start, depending on how many people were offended. The last thing we need in our society is fighting. So my answer for removing offensive things would have to be yes and no.",3.0
3162,2,"Censorship is one of the most broken laws in @LOCATION1.  It is illegal to censor any publication such as books, magazines, music or movies.  Censorship most often occurs with books in a school setting.  Censorship should no longer be tolerated because it affects the writers, school system and escpecially readers.       In the @ORGANIZATION1 every person has the right to express their feelings and opinions on any topic that they want to.  School systems are taking away that right by not allowing them to have a certain book in a school.  Schools should be a place for either all books or a place for no books at all.  The faculty of a school does not have the right to decide what books are allowed in their school based on their own ideals.  It is not fair to the writer to be descriminated agianst, and that writer must have the right to have their book read in any setting.       The next group that censorship within a school system affects is the school system itself.  If a school is allowed to take away one right of a group of people without punishment, then they might start taking away other rights.  In general school systems and teachers are power hugnry leaders of the student body of a school.  They make rules just to display their power over students, and take away many of their rights.  If schools are allowed to continue censoring books, then this could lead to a downward spiral of all being censored.  As Katherine Paterson once said,'All of us can think of a book that we hope none of our children...take off the shelf.  But if I have the right to remove the book I abhor...then you have exactly the same right...And then we have no books left on the shelf for any of us.'  The government of the @ORGANIZATION1 needs to crack down on school censorship because it is unconstitutional.       The last major group of people that censorship within a school system is the potential readers and students.  Censoring a book is taking that persons ability to learn about, and understand a certain topic that was censored.  Students within a school must have the right to read what they want to read regardless of the schools beliefs and ideals.       In conclusion, censorship in any setting, but escpecially in school must no longer be tolerated because it affects writers, school systems, and potential readers.  Schools are taking away the constitutional right of all potential readers.  The government of the @ORGANIZATION1 needs to crack down on the unlawful practices occuring in schools, around the country, everyday",4.0
3473,2,libraries shouldn't remove items just becouse some people find it ofensive. People prefer difrent types of books so renoving some reduses the selection. A lower selection of books means less people have a reason to go there.,2.0
15245,6,"The builders of the Empire State Building faced obstacles as an attempt to allow dirigible to dock there.  In paragraph @NUM1 it shows an obstacle the builders spaced.  ""The greatest obstacle to the successful use of the mooring mast was nature itself.""  This is because the wind.  The wind would shift due to violent air currents.",1.0
16235,6,"Based on the excerpt, the obstacles the builders of the Empire State Building faced in attempting to allow dirigibles to dock there were safety, existing laws, and the changes in air currents. Many of the dirigibles ""from outside of the United States used hydrogen rather than helium, and hydrogen is highly flammable"" (@NUM1). The owners of the Empire State Building realized that a much worse situation would happen it were to catch on fire ""above a densely populated area"" (@NUM1). Another practical reason why dirigibles cald not moor at the top of the building was that there was ""an existing law against airships flying too low over urban areas"" (@NUM3). The airship would be ""dangling  high above pedestrians on the streets"", which is pretty unsafe (@NUM4). The last obstacle that the builders faced was the shift in air currents on top of the building. If the dirigibles were tied to the mooring mast, ""the back of the ship would swivel around and around""(@NUM4). This could be dangerous for pedestrians on the street, as well as passengers coming on and of the dirigildes. These practical reasons called for the idea of the mooring mast to be diminish.",3.0
3904,2,"Many people in the @LOCATION1 read. Books, magazines, news papers, and music are a great passing time. I enjoy reading books about people with special powers; such as necromancers. If we were to take such books that offend someone out of our libraries, what would we have left? I, for one, don't like reading @ORGANIZATION1 books, which seem to be the only type of book that wouldn't offend someone, unless they have some severe hatred towards letters.      Think for a moment about what you like. Think about your interest in music, art, and the style of books or magazines that you read. Now imagine all of those gone from the one place you can get away from screaming children or annoying neighbors: the library. You @MONTH1 be baffled as to why all of your loves have dissappeared. That book you love, the one about necromancers, it's offensive to @CAPS1 because only @CAPS2 has the power of waking the dead. The song that you have had stuck in your head all day is now no longer online. Its use of certain words are offensive to those with 'sensitive' ears.      If I were to walk into a library and find that all the 'offensive' works had been band, I would be shocked. Every one in the universe finds certain things offensive. My @CAPS3 @CAPS4 teacher thinks that rap and hip-hop or pop songs are offensive to women and their bodies, but I think that some of those songs hold a different meaning. If everything offensive were to be taken away, what would be left? Nothing that a teenager or an adult would want to read. Heck, @PERSON1' works are offensive to some people, they think he was crazy, and who wants their children to read a book written by a bafoon?      Also, the less the library contains, the less people go. Libraries would soon close because everything is being found as offensive. All of the books we had hoped to read would have to be bought online, if it were still allowed.     For all of the Book @CAPS5 out there, finding an attention-getting, eye-opening book is like finding buried treasure. It's an event that changes your life, makes your blood rush, and leaves you hanging onto your seat. It's an adventure played in your head, one that you set the specific details of each character, or it's the book that provides the knowledge that feeds your brain every time a new sentence is stored. Taking away everything offensive is like having a child being taken away, you can't replace that love with a distraction",4.0
3439,2,"I think that most books, magazines or any kind of reading material that has offensive stuff to people are ok. Many people needs to read them and see what they are about. I think people take little things such as, curse words, or if the book or magizine is talking about drugs people take offensve.          I don't think there is one book out there that doesn't have a curse word in it. Many people complain about small things like that when the reading material could be a lot worse than it is. I have read many books that have inappropriate words in them.     I had a situation once when the title of the book sounded great and when I started reading it it had a lot of curse words in it. I guess thats just how it is now a days. You honestly cannot find a book without atleast one bad word in it. People just need to learn to get over the fact that many offensive things are found in many different reading materials.     I do not think that the books, music, movie, magizines etc. should be removed from the shelves. It could be interesting to someone else but not you. Many people have different oppinions about different kinds of things and I think it should just be left up to that person weather or not they read, listen or even look at certain kind of reading material.",3.0
3011,2,"Would you want your childern reaing about things that only @CAPS1 know's what? When you go to a library you aspect to learn about @CAPS2, @CAPS3, @LOCATION1's @CAPS4,@CAPS5 etc. Libraries are for learning new things about the world that will later help you in @CAPS9. When you first walk into a library you except to see people checking out @CAPS2 books , or books that catch your eye just by the title. If we find a book is offensive , or will not help better our childerns' future then stand up and fight for their own  mental development.     We must also think of what the childern want to read. They have the right to read what ever they want, as long as it's entertaining to them and they are learning something new. Some books teaches them about the world they are growing up in. There are some books that I would not let my own child read, but I know in my heart that she is learning something that I @MONTH1 not be able to teach her. Those types of books of are what I call, '@CAPS7's'. Those books that can come off seeming offensive, when in the end they are actually, what I call '@CAPS8', helping to prepare them for what is it come. Not every book will be full of rainbows, pretty colors, or pop-ups. They must know that they are some people they have to be mindfull of, and people who are educating them on @CAPS9. They have to learn the difference between what's right, and what's wrong.          Remember the first book you ever read by yourself? I do. It was called 'Of @CAPS10 and @CAPS11'. I read that book when I was @NUM1. Till this day my mother says, 'I tried to stop you from reading that book so many times , it had dangerous wording that an @NUM1 year should no be able to read at that young age'. What she did not know was that; that book had taught me alot about the world back then. That knowledge I had obtain then had helped me later on my @CAPS9.           Some books are ment to be read while some aren't. If you feel your child should not read a certain book then read it for yourself, and then tell your child the reason why they can not read the same book you had just read.",4.0
4771,2,"We all hope that one day our children will not pick up a book or a magazine their not suppose to read. Children don't know any better. But why should we have to have movies, books and etc censored, cause their little children every where. If i had the right to keep the books and etc on the shelf i would.      I think that we should be able to have books that are uncensored on the shelfs. If everything was censored we would really have nothing to read or to watch. Having everything censored thats just not fair to the world. Everyone should be able to watch what ever they want with out it having to be censored. If people favorite movies or music was censored it probably wouldnt be that funny to them anymore, they'll most likely just stop watching it.     I don't believe that they should have a censorship in libraries. Certain materials in like cd's songs do come off little offensive sometimes, but that's just life. If you think it's offensive then just don't listen to it. That doesnt mean that they have to take it off the shelf. Maybe other people like that kind of music or etc. That doesnt mean they have a right just to take it off cause of that. If they did that's just really unfair.     Children now days see more and know more what they are not suppose to know, for an example cursing. If a child happen to see cursing in a magazine at the library and their parents got mad that was in the magazine. The parent shouldnt really be mad and take that offensive, and think that not suppose to be in their. The library shouldn't have to censor thing's cause of that incident. The children will hear it or see it again soon or later.      I would keep the right for the libraires to have things uncensored, if i had the decision. Those are some ideas why i think they shouldnt have to censor movies, music etc in the library.",4.0
3267,2,"In my opinion, they should not censor books. They should be read the way that the author intended for @CAPS4 to be read. I understand censoring songs and movies, though, so that they @MONTH1 be played on the radio and in the theaters.      The books that are contraversial right now have great messages, and should not be taken off the shelves because everyone should read them. They were written with this language because @CAPS4's the way people talked back then. These books are classics and should not be changed, or removed from the shelves.     In the book 'To @CAPS1 a @CAPS2 @CAPS3' by @PERSON1, they use a lot of bad language, but this is how they talked back then and the author is trying to convey a great message to the readers. @CAPS4 should not be changed     @CAPS4 is understandable that they would change songs and take out the bad language so that they can be played on the radio. When an artist writes a song, they know that @CAPS4 won't be able to be played on the radio if @CAPS4 has bad or graphic language. I don't think they mind changing a few words of their song so @CAPS4 can be played on the radio for all to hear.     The song '@CAPS5 You' by @ORGANIZATION1, they replaced the @CAPS6 word with '@CAPS5'. When he wrote this song, he knew that @CAPS4 wouldn't be able to play on the radio, so he changed a word, and @CAPS4 is still a good song.     Movies are about the same as songs, they can't show a movie in theaters if @CAPS4 is too graphic. They @MONTH1 take out certain scenes, or change a few words, but that doesn't change the movie. Those scenes or words can be put back in the movie once @CAPS4 is sold in stores.     I undertand and respect everyones opinion on this matter, I am just voicing mine. If these authors, or artists, wanted their work to be different, they would've made @CAPS4 so.",3.0
15623,6,"In the construction of the Empire State Building, the builders faced many obstacles in attempting to allow dirigibles to dock there. One of the obstacles they faced was having to make changes to the steel frame of the building in order to have the strength to ""accommodate the new situation. In paragraph @NUM1 it @CAPS2 that ""Over sixty thousand dollars' worth of modifications had to be made to the buildings framework"", @CAPS1 this was a costly project as well. The excerpt also @CAPS2 that there were problems with getting the dirigible to stay in place without moving. The dirigible would be in a very windy area, and there was only one chord attached to the building which would leave the back moving around all over the place.",3.0
4517,2,"The @CAPS1 on Books     In the world today, everything is showed every place you look. Libraries are used by many people, people go there to research, study, and even just to find an interesting book to read. One of the problems that some poeple are having is the exposing of personal things. I believe that libraries should have a censorship. Why should libraries have one? Here are my reasons why.     One reason why censorships in libraries are a smart idea is younger children search for books there. Any parent would tell you that they would strongly dislike the idea of their child reading something very detailed and adult like. A library should be a place where children, young adults and senior citizens can go to escape from reality not somewhere were they are worried about what book they might pull out from the shelf.      If libraries still want to keep certain books in stock, they should start an age limit on those books. Limiting the age on books will stop younger audiences from viewing them. Another thing they could do with the age limiting is parents could set the age limit with the library on when their child should be allowed to view certain books.     Also, another way that would help stop offensive viewing is parents looking at what their children are reading, watching and listening to. Parents could help by keeping an eye on what their child is doing.      Cenorships are a wonderful way of stopping the viewing of adult like issues. More public places should start a system of them. The world needs to understand that some audiences aren't ready for reality just yet",3.0
3622,2,"If you have been a child with parents who cared, then you have heard them say, 'No you can't play that game, you can't listen to that music, or you can not watch that movie.' @CAPS1 you asked why you were not allowed the same answer was always givin, 'You're not old enough.' If you ever had the courage to ask why again they would most likely have said, '@CAPS2 if I wanted you to know then I would allow you to find out for yourself!', and that didn't get you anywhere now did it?     Now I would like for you to think back on those things you were not allowed to do, and how now that you are old enough you can do those things. How would it change things if those movies, @CAPS3's, or games had been removed from the shelves before you had the chance to get to them?  What would you and your friends have done if you didn't get to watch '@CAPS4 @CAPS5 @CAPS6 @CAPS7 @CAPS8' that night because some parent or other individual had had it removed from the market because they found it offensive?     I would also like for you to think about the child you @MONTH1 have or @MONTH1 plan to have, would you want your child to be subjected to such things as '@DATE1 The @NUM1' or '@CAPS9 and @CAPS10' as a @NUM2 year old? Most likely that answer is 'no', but what if, because they were found offensive, they were simply removed from existence? Then they would never see them and to some that @MONTH1 be what's right, and for those of you who think that I have some news for you, those kind of movies are still made today.  '@DATE1 The @NUM1' has been remade and is more graphic than before, and there are countless other titles that i could throw @CAPS6 you now that have some form of sexual themes, drug use, or foul language. They still exist and are becoming more and more popular among movies.  There are @CAPS11 movies that will have some sort of sexual reference, a cigarette, or a bad word in them.     You might be able to get rid of a few, but would probably never rid the shelves of all of them. But let's say that you did, that you were, in fact, able to throw away any title that contained these themes.  What would there be left to watch?  If those movies do not exist any more, then what would your kids have to be able to watch, @CAPS12 the @CAPS13 and @CAPS14-@CAPS15? Not only that, but what movies would you watch, if all movies with something offensive in them were removed then you wouldn't have anything left for yourself.  Every thing that you might like and/or think is funny in a film, but don't want your child to see is gone.     My answer to you is to not just throw everything out that @MONTH1 be offensive, or that you might not want your child to see.  Instead of going to such drastic measures to shield your child from them, but to simply not allow them to watch those movies or listen to that music. It's what I'm sure your parents did you, and I know it's what mine do to me, and guess what?  It has worked so far, so why should we change it?",5.0
